pl_name,hostname,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_orbeccen,pl_eqt,pl_insol,pl_orbsmax,pl_orbper,st_spectype,st_teff,st_rad,st_mass,discoverymethod,disc_year,disc_facility,sy_dist,pl_type
Kepler-159 b,Kepler-159,2.38,0.212,6.26,0.0197,0.0,447.0,33.463,0.082,10.139623,M0 V,4625.0,0.663,0.628,Transit,2014.0,Kepler,373.744,Super-Earth
Kepler-159 c,Kepler-159,3.41,0.304,11.5,0.0363,0.0,275.0,4.791,0.218,43.595792,M0 V,4625.0,0.663,0.628,Transit,2014.0,Kepler,373.744,Neptunian
Kepler-1590 b,Kepler-1590,1.14,0.10170399,1.55,0.00489,0.0,1020.0,171.478,0.07116,7.61760804,,6053.0,1.16,1.11,Transit,2016.0,Kepler,771.152,Terrestrial
Kepler-1591 b,Kepler-1591,1.27,0.11330181,2.15,0.00678,0.0,892.0,439.434,0.0794,8.18504949,,6082.0,1.16,1.1,Transit,2016.0,Kepler,1419.58,Terrestrial
Kepler-1592 b,Kepler-1592,1.54,0.1373896,2.99,0.0094,0.0,1202.0,1918.34,0.04,3.05710069,,6213.0,1.28,1.18,Transit,2016.0,Kepler,1639.47,Super-Earth
Kepler-1593 b,Kepler-1593,3.17,0.28280846,10.2,0.032,0.0,260.0,0.889,0.55494,174.509835,,4995.0,0.77,0.81,Transit,2016.0,Kepler,638.249,Neptunian
Kepler-1594 b,Kepler-1594,1.06,0.09456687,1.2,0.00377,0.0,1360.0,672.414,0.0396,2.71603809,,5946.0,1.08,1.06,Transit,2016.0,Kepler,976.868,Terrestrial
Kepler-1595 b,Kepler-1595,1.23,0.10973325,2.04,0.00642,0.0,980.0,185.568,0.051,4.56380468,,5203.0,0.8,0.84,Transit,2016.0,Kepler,845.022,Terrestrial
Kepler-1596 b,Kepler-1596,1.9,0.16950665,4.27,0.0134,0.0,471.0,33.378,0.3237,66.373379,,5706.0,0.92,0.95,Transit,2016.0,Kepler,2146.23,Super-Earth
Kepler-1597 b,Kepler-1597,1.06,0.09456687,1.2,0.00377,0.0,1497.0,1431.311,0.04136,2.94654179,,6377.0,1.39,1.25,Transit,2016.0,Kepler,1221.05,Terrestrial
Kepler-1598 b,Kepler-1598,0.95,0.08475332,0.809,0.00254,0.0,1236.0,308.46,0.05207,4.34195123,,5940.0,1.09,1.07,Transit,2016.0,Kepler,619.862,Terrestrial
Kepler-1599 b,Kepler-1599,1.62,0.14452672,3.26,0.0102,0.0,407.0,8.196,0.4823,122.363553,,5767.0,0.99,0.99,Transit,2016.0,Kepler,1328.2,Super-Earth
Kepler-16 b,Kepler-16,8.4493,0.7538,105.833,0.333,0.0069,,,0.7048,228.776,,4450.0,0.6489,0.6897,Transit,2011.0,Kepler,75.0852,Gas Giant
Kepler-160 b,Kepler-160,1.715,0.15300205,3.59,0.0113,0.0,1134.0,396.619,0.05511,4.309397,,5471.0,1.118,1.003,Transit,2014.0,Kepler,937.013,Super-Earth
Kepler-160 c,Kepler-160,3.76,0.33544473,13.6,0.0428,0.0,771.0,84.848,0.1192,13.699429,,5471.0,1.118,1.003,Transit,2014.0,Kepler,937.013,Neptunian
Kepler-1600 b,Kepler-1600,3.13,0.2792399,9.96,0.0313,0.0,209.0,0.4,0.98141,386.370548,,5214.0,0.82,0.86,Transit,2016.0,Kepler,1030.81,Neptunian
Kepler-1600 c,Kepler-1600,1.94206512,0.17325974,4.43,0.0139,0.0,786.0,84.7,0.06961,7.298049927,,5119.0,0.834,0.818,Transit,2021.0,Kepler,1030.81,Super-Earth
Kepler-1601 b,Kepler-1601,0.82,0.0731555,0.477,0.0015,0.0,1507.0,999.752,0.03281,2.20921951,,5869.0,1.07,1.04,Transit,2016.0,Kepler,644.456,Terrestrial
Kepler-1602 b,Kepler-1602,1.34,0.11954679,2.36,0.00742,0.0,1159.0,124.507,0.09744,11.17931605,,6296.0,1.36,1.22,Transit,2016.0,Kepler,629.804,Terrestrial
Kepler-1603 b,Kepler-1603,1.29,0.11508609,2.21,0.00696,0.0,1522.0,1269.46,0.0351,2.27163926,,6241.0,1.31,1.21,Transit,2016.0,Kepler,2712.58,Terrestrial
Kepler-1604 b,Kepler-1604,1.41,0.12579177,2.57,0.00809,0.0,2023.0,1391.4,0.01406,0.683684256,,4976.0,0.76,0.81,Transit,2016.0,Kepler,541.189,Terrestrial
Kepler-1605 b,Kepler-1605,1.08,0.09635115,1.28,0.00403,0.0,528.0,16.734,0.36567,85.7565495,,5280.0,0.82,0.86,Transit,2016.0,Kepler,546.23,Terrestrial
Kepler-1606 b,Kepler-1606,2.07,0.18467303,4.94,0.0155,0.0,324.0,1.29,0.6421,196.435224,,5422.0,0.86,0.9,Transit,2016.0,Kepler,831.287,Super-Earth
Kepler-1607 b,Kepler-1607,0.92,0.0820769,0.721,0.00227,0.0,913.0,449.632,0.11978,13.6473676,,6116.0,1.21,1.14,Transit,2016.0,Kepler,1286.1,Terrestrial
Kepler-1608 b,Kepler-1608,1.73,0.15434026,3.64,0.0115,0.0,612.0,33.22,0.1126,16.4735686,,4992.0,0.72,0.75,Transit,2016.0,Kepler,832.0,Super-Earth
Kepler-1609 b,Kepler-1609,2.22,0.19805513,5.56,0.0175,0.0,429.0,12.975,0.4679,114.34219,,6132.0,1.27,1.18,Transit,2016.0,Kepler,1826.04,Super-Earth
Kepler-161 b,Kepler-161,2.12,0.189,2.63,0.00827491,0.0,868.0,123.4,0.054,4.921355,,5078.0,0.806,0.853,Transit,2014.0,Kepler,434.632,Super-Earth
Kepler-161 c,Kepler-161,2.05,0.183,3.61,0.01135833,0.0,769.0,76.201,0.068,7.06424,,5078.0,0.806,0.853,Transit,2014.0,Kepler,434.632,Super-Earth
Kepler-1610 b,Kepler-1610,1.61,0.14363458,3.22,0.0101,0.0,750.0,56.212,0.0777,8.70181574,,5383.0,0.87,0.91,Transit,2016.0,Kepler,864.331,Super-Earth
Kepler-1610 c,Kepler-1610,2.09,0.18645763,5.02,0.0158,0.0,433.0,8.34,0.2323,44.9851885,,5295.0,0.8,0.825,Transit,2023.0,Kepler,864.331,Super-Earth
Kepler-1611 b,Kepler-1611,0.81,0.07226336,0.457,0.00144,0.0,1243.0,146.22,0.0586,5.1762429,,5605.0,0.93,0.94,Transit,2016.0,Kepler,908.444,Terrestrial
Kepler-1612 b,Kepler-1612,1.03,0.09189045,1.08,0.0034,0.0,1030.0,269.248,0.0482,3.91795101,,5643.0,0.94,0.96,Transit,2016.0,Kepler,764.726,Terrestrial
Kepler-1613 b,Kepler-1613,2.08,0.18556517,4.98,0.0157,0.0,1926.0,6797.623,0.02755,1.5184299,,6005.0,1.12,1.08,Transit,2016.0,Kepler,1508.33,Super-Earth
Kepler-1614 b,Kepler-1614,1.49,0.1329289,2.83,0.00889,0.0,981.0,276.373,0.0471,3.9466141,,5121.0,0.76,0.79,Transit,2016.0,Kepler,1191.19,Terrestrial
Kepler-1615 b,Kepler-1615,2.06,0.18378089,4.9,0.0154,0.0,658.0,31.171,0.2788,47.3126192,,5865.0,1.05,1.04,Transit,2016.0,Kepler,1393.83,Super-Earth
Kepler-1616 b,Kepler-1616,1.02,0.0909983,1.04,0.00328,0.0,1337.0,724.861,0.07318,6.76284377,,6266.0,1.34,1.21,Transit,2016.0,Kepler,1137.81,Terrestrial
Kepler-1617 b,Kepler-1617,1.2,0.10705683,1.87,0.00588,0.0,736.0,64.689,0.17707,27.4785572,,6167.0,1.22,1.15,Transit,2016.0,Kepler,898.31,Terrestrial
Kepler-1618 b,Kepler-1618,1.26,0.11240967,2.13,0.00669,0.0,1267.0,903.908,0.07109,6.10826019,,6620.0,1.65,1.41,Transit,2016.0,Kepler,1229.25,Terrestrial
Kepler-1619 b,Kepler-1619,0.76,0.06780266,0.363,0.00114,0.0,797.0,74.635,0.15413,23.6225913,,5852.0,1.0,1.0,Transit,2016.0,Kepler,734.85,Terrestrial
Kepler-162 b,Kepler-162,1.26,0.112,2.13,0.00669,0.0,961.0,305.946,0.069,6.919798,,5816.0,0.958,1.053,Transit,2014.0,Kepler,855.641,Terrestrial
Kepler-162 c,Kepler-162,3.03,0.27,9.43,0.0297,0.0,681.0,77.052,0.137,19.446355,,5816.0,0.958,1.053,Transit,2014.0,Kepler,855.641,Neptunian
Kepler-1620 b,Kepler-1620,1.61,0.14363458,3.22,0.0101,0.0,428.0,7.92,0.4322,101.951829,,6157.0,1.23,1.15,Transit,2016.0,Kepler,895.069,Super-Earth
Kepler-1621 b,Kepler-1621,2.16,0.19270229,5.31,0.0167,0.0,469.0,14.055,0.4204,92.263714,,6158.0,1.24,1.15,Transit,2016.0,Kepler,1631.66,Super-Earth
Kepler-1622 b,Kepler-1622,1.47,0.13114462,2.76,0.00869,0.0,922.0,236.005,0.10136,10.8118737,,6436.0,1.5,1.31,Transit,2016.0,Kepler,796.477,Terrestrial
Kepler-1623 b,Kepler-1623,1.31,0.11687037,2.27,0.00714,0.0,1000.0,243.08,0.0518,4.36128348,,5772.0,1.0,1.0,Transit,2016.0,Kepler,837.481,Terrestrial
Kepler-1624 b,Kepler-1624,5.7,0.50851994,27.6,0.0867,0.0,540.0,6.01,0.0327,3.290304518,,3636.0,0.47,0.5,Transit,2016.0,Kepler,258.979,Neptunian
Kepler-1625 b,Kepler-1625,6.06,0.54063699,30.6,0.0962,0.0,350.0,3.3,0.87762,287.378949,,5677.0,0.94,0.96,Transit,2016.0,Kepler,2310.11,Gas Giant
Kepler-1626 b,Kepler-1626,2.02,0.18021233,4.74,0.0149,0.0,1352.0,1328.654,0.0537,4.13962966,,6826.0,1.85,1.51,Transit,2016.0,Kepler,1368.83,Super-Earth
Kepler-1627 b,Kepler-1627,3.69,0.32919975,13.2,0.0415,0.0,794.0,143.12,0.0643,7.20283653,,5445.0,0.84,0.87,Transit,2016.0,Kepler,317.437,Neptunian
Kepler-1628 b,Kepler-1628,6.43,0.57364618,33.8,0.106,0.0,240.0,0.79,0.2952,76.378033,,3724.0,0.52,0.55,Transit,2016.0,Kepler,352.0,Gas Giant
Kepler-1629 b,Kepler-1629,0.77,0.0686948,0.381,0.0012,0.0,1081.0,315.457,0.0485,3.87595807,,5776.0,1.01,1.01,Transit,2016.0,Kepler,336.09,Terrestrial
Kepler-163 b,Kepler-163,1.05,0.094,1.16,0.00364,0.0,906.0,115.612,0.078,7.810937,,5776.0,0.917,0.882,Transit,2014.0,Kepler,689.814,Terrestrial
Kepler-163 c,Kepler-163,2.26,0.202,5.73,0.018,0.0,648.0,30.238,0.152,21.347262,,5776.0,0.917,0.882,Transit,2014.0,Kepler,689.814,Super-Earth
Kepler-1630 b,Kepler-1630,2.19,0.19537871,5.43,0.0171,0.0,182.0,0.26,1.1218,509.997402,,4736.0,0.63,0.66,Transit,2016.0,Kepler,331.213,Super-Earth
Kepler-1631 b,Kepler-1631,1.35,0.12043893,2.39,0.00752,0.0,1122.0,446.918,0.0511,4.09513932,,5679.0,0.95,0.97,Transit,2016.0,Kepler,1305.99,Terrestrial
Kepler-1632 b,Kepler-1632,2.47,0.22035864,6.66,0.021,0.0,369.0,6.062,0.6762,448.303558,,6137.0,1.19,1.12,Transit,2016.0,Kepler,716.76,Super-Earth
Kepler-1633 b,Kepler-1633,1.58,0.14095816,3.12,0.00982,0.0,925.0,26.258,0.3875,186.404271,,6256.0,1.32,1.2,Transit,2016.0,Kepler,1114.91,Super-Earth
Kepler-1634 b,Kepler-1634,3.19,0.28459274,10.3,0.0324,0.0,282.0,0.544,1.0525,374.876239,,5474.0,0.89,0.92,Transit,2016.0,Kepler,617.339,Neptunian
Kepler-1635 b,Kepler-1635,3.64,0.32473905,12.9,0.0405,0.0,200.0,0.4,1.12664,469.63111,,5347.0,0.85,0.89,Transit,2016.0,Kepler,1069.45,Neptunian
Kepler-1636 b,Kepler-1636,3.23,0.2881613,10.5,0.0331,0.0,248.0,1.217,1.12191,425.47785,,5797.0,1.02,1.01,Transit,2016.0,Kepler,1947.54,Neptunian
Kepler-1637 b,Kepler-1637,0.89,0.07940048,0.64,0.00201,0.0,1093.0,337.78,0.0596,6.10960324,,5789.0,1.02,1.02,Transit,2016.0,Kepler,567.187,Terrestrial
Kepler-1638 b,Kepler-1638,1.87,0.16683023,4.16,0.0131,0.0,304.0,2.76,0.745,259.33683,,5710.0,0.95,0.97,Transit,2016.0,Kepler,1525.52,Super-Earth
Kepler-1639 b,Kepler-1639,2.58,0.23017218,7.18,0.0226,0.0,1003.0,187.848,0.0932,9.878482,,6150.0,1.18,1.12,Transit,2016.0,Kepler,1031.31,Neptunian
Kepler-164 b,Kepler-164,1.41,0.126,2.57,0.00809,0.0,1141.0,370.922,0.058,5.03503,,5888.0,1.148,1.036,Transit,2014.0,Kepler,890.758,Terrestrial
Kepler-164 c,Kepler-164,2.73,0.244,7.9,0.0249,0.0,881.0,131.487,0.097,10.945723,,5888.0,1.148,1.036,Transit,2014.0,Kepler,890.758,Neptunian
Kepler-164 d,Kepler-164,2.45,0.219,6.57,0.0207,0.0,637.0,35.89,0.187,28.986769,,5888.0,1.148,1.036,Transit,2014.0,Kepler,890.758,Super-Earth
Kepler-164 e,Kepler-164,4.24,0.37826811,16.7,0.0525,0.0,429.0,7.99,0.4025,94.886902,,5888.0,1.097,0.966,Transit,2023.0,Kepler,890.758,Neptunian
Kepler-1640 b,Kepler-1640,4.82,0.4300116,20.7,0.0652,0.0,1228.0,537.4,0.0836,7.5844126,,6324.0,1.43,1.27,Transit,2016.0,Kepler,1859.78,Neptunian
Kepler-1641 b,Kepler-1641,3.11,0.27745562,9.85,0.031,0.0,908.0,82.828,0.1473,19.672266,,6152.0,1.19,1.12,Transit,2016.0,Kepler,860.37,Neptunian
Kepler-1641 c,Kepler-1641,2.95,0.26318137,9.01,0.0283,0.0,767.0,42.145,0.2065,32.657212,,6152.0,1.19,1.12,Transit,2016.0,Kepler,860.37,Neptunian
Kepler-1642 b,Kepler-1642,3.2,0.28548488,10.3,0.0325,0.0,895.0,39.915,0.1016,12.2057513,,5355.0,0.84,0.88,Transit,2016.0,Kepler,413.873,Neptunian
Kepler-1642 c,Kepler-1642,2.66,0.23730931,7.56,0.0238,0.0,1095.0,89.632,0.0678,6.6513802,,5355.0,0.84,0.88,Transit,2016.0,Kepler,413.873,Neptunian
Kepler-1643 b,Kepler-1643,2.32,0.207,5.99,0.0189,0.0,799.0,137.753,0.0531,5.342657,,4916.0,0.855,0.845,Transit,2016.0,Kepler,341.774,Super-Earth
Kepler-1644 b,Kepler-1644,1.88,0.16772237,4.19,0.0132,0.0,606.0,31.86,0.142,21.0907758,,5499.0,0.86,0.89,Transit,2016.0,Kepler,629.27,Super-Earth
Kepler-1645 b,Kepler-1645,1.78,0.15880096,3.82,0.012,0.0,754.0,138.538,0.1285,16.1779561,,5812.0,1.02,1.02,Transit,2016.0,Kepler,1202.47,Super-Earth
Kepler-1646 b,Kepler-1646,1.23,0.10973325,2.04,0.00642,0.0,365.0,4.2,0.0295,4.48558383,,3299.0,0.26,0.24,Transit,2016.0,Kepler,127.591,Terrestrial
Kepler-1647 b,Kepler-1647,11.8739,1.0593184,483.0,1.51968033,0.0581,,,2.7205,1107.5923,,6210.0,1.7903,1.2207,Transit,2016.0,Kepler,1212.45,Gas Giant
Kepler-1649 b,Kepler-1649,1.017,0.09073066,1.03,0.00325,0.0,307.0,2.208,0.0514,8.689099,,3240.0,0.2317,0.1977,Transit,2017.0,Kepler,92.1913,Terrestrial
Kepler-1649 c,Kepler-1649,1.06,0.09456687,1.2,0.00377,0.0,234.0,0.75,0.0649,19.53527,,3240.0,0.2317,0.1977,Transit,2020.0,Kepler,92.1913,Terrestrial
Kepler-165 b,Kepler-165,2.32,0.207,5.99,0.0189,0.0,716.0,59.799,0.072,8.180848,,5211.0,0.77,0.746,Transit,2014.0,Kepler,560.885,Super-Earth
Kepler-165 c,Kepler-165,2.23,0.199,5.6,0.0176,0.0,581.0,25.931,0.11,15.31299,,5211.0,0.77,0.746,Transit,2014.0,Kepler,560.885,Super-Earth
Kepler-1650 b,Kepler-1650,0.96,0.08564546,0.84,0.00264,0.01,602.0,54.562,0.0167,1.53818001,,3410.0,0.334,0.326,Transit,2017.0,Kepler,134.397,Terrestrial
Kepler-1651 b,Kepler-1651,1.84,0.1641538,4.04,0.0127,0.13,393.0,5.65,0.0692,9.87863917,,3713.0,0.503,0.522,Transit,2017.0,Kepler,66.4074,Super-Earth
Kepler-1652 b,Kepler-1652,1.6,0.14274244,3.19,0.01,0.0,268.0,0.81,0.1654,38.09722,,3638.0,0.382,0.404,Transit,2017.0,Kepler,252.0,Super-Earth
Kepler-1653 b,Kepler-1653,2.17,0.19359443,5.35,0.0168,0.0,284.0,0.98,0.4706,140.2524,,4807.0,0.693,0.719,Transit,2017.0,Kepler,755.0,Super-Earth
Kepler-1654 b,Kepler-1654,9.180171,0.819,158.915,0.5,0.26,206.0,0.3,2.026,1047.8356,G5 V,5597.0,1.179,1.011,Transit,2018.0,Kepler,568.117,Gas Giant
Kepler-1655 b,Kepler-1655,2.213,0.19743098,5.4,0.0169903,0.19,938.0,129.1,0.1029,11.8728787,G0 V,6148.0,1.03,1.03,Transit,2018.0,Kepler,213.26,Super-Earth
Kepler-1656 b,Kepler-1656,4.574,0.40806565,47.8,0.15,0.838,651.0,24.6,0.1974,31.562,,5569.0,1.1,1.03,Transit,2018.0,Kepler,185.875,Neptunian
Kepler-1656 c,Kepler-1656,14.0,1.25,126.4,0.4,0.527,,,3.053,1919.0,,5569.0,1.1,1.03,Radial Velocity,2022.0,W. M. Keck Observatory,185.875,Gas Giant
Kepler-166 b,Kepler-166,2.27,0.203,5.77,0.0182,0.0,772.0,77.543,0.072,7.650254,,5413.0,0.742,0.811,Transit,2014.0,Kepler,603.53,Super-Earth
Kepler-166 c,Kepler-166,2.38,0.212,6.26,0.0197,0.0,468.0,10.507,0.195,34.260281,,5413.0,0.742,0.811,Transit,2014.0,Kepler,603.53,Super-Earth
Kepler-166 d,Kepler-166,1.73,0.15434026,3.64,0.0115,0.0,1313.0,651.409,0.02449,1.554003928,,5350.0,0.83,0.88,Transit,2016.0,Kepler,603.53,Super-Earth
Kepler-1660 AB b,Kepler-1660 A,12.9,1.15,1586.59940774,4.992,0.05541,,,0.8,239.5044,F7 V,6305.24,1.491,1.1366,Eclipse Timing Variations,2023.0,Kepler,1188.54,Gas Giant
Kepler-1661 b,Kepler-1661,3.87,0.34525827,17.0,0.05348771,0.057,243.0,0.88,0.633,175.06,K,5100.0,0.762,0.841,Transit,2020.0,Kepler,410.607,Neptunian
Kepler-1663 b,Kepler-1663,3.30395896,0.29475948,10.9,0.0344,0.0,362.0,4.07,0.1072,17.6046,,3844.0,0.62859,0.610816,Transit,2020.0,Kepler,337.926,Neptunian
Kepler-1664 b,Kepler-1664,3.03320653,0.27060456,9.45,0.0297,0.0,776.0,85.46,0.1137,14.3868,,5735.81,1.072,0.944,Transit,2020.0,Kepler,626.691,Neptunian
Kepler-1665 b,Kepler-1665,2.83910787,0.25328824,8.44,0.0266,0.0,906.0,40.4,0.096,11.9548,,5049.84,0.777785,0.842,Transit,2020.0,Kepler,335.515,Neptunian
Kepler-1666 b,Kepler-1666,2.88273782,0.25718064,8.66,0.0273,0.0,672.0,48.23,0.1761,25.8476,,6293.0,1.14586,1.23,Transit,2020.0,Kepler,1379.37,Neptunian
Kepler-1666 c,Kepler-1666,3.23564749,0.28866513,10.5,0.0332,0.0,578.0,26.34,0.2383,40.7157,,6293.0,1.14586,1.23,Transit,2020.0,Kepler,1379.37,Neptunian
Kepler-1667 b,Kepler-1667,2.98385261,0.2662015,9.19,0.0289,0.0,655.0,9.3,0.35905,83.5781,,5941.54,1.08751,1.09,Transit,2020.0,Kepler,626.819,Neptunian
Kepler-1668 b,Kepler-1668,4.34764405,0.38787082,17.4,0.0548,0.0,721.0,63.79,0.124,15.434,,5542.0,1.01738,0.98,Transit,2020.0,Kepler,1335.64,Neptunian
Kepler-1669 b,Kepler-1669,2.78043818,0.24805408,8.15,0.0256,0.0,530.0,18.66,0.0745,9.51216,,4303.0,0.714145,0.67,Transit,2020.0,Kepler,543.444,Neptunian
Kepler-1669 c,Kepler-1669,1.90120972,0.16961486,4.27,0.0134,0.0,958.0,199.28,0.0228,1.609320045,,4224.0,0.603,0.609,Transit,2021.0,Kepler,543.444,Super-Earth
Kepler-1669 d,Kepler-1669,1.22,0.1088413,1.98,0.00624,0.0,669.0,47.3,0.0468,4.72941177,,4224.0,0.603,0.609,Transit,2023.0,Kepler,543.444,Terrestrial
Kepler-167 b,Kepler-167,1.718,0.15326996,3.6,0.0113,0.0,918.0,122.502,0.04825,4.3931539,K4,4884.0,0.749,0.777,Transit,2014.0,Kepler,341.908,Super-Earth
Kepler-167 c,Kepler-167,1.674,0.14934453,3.44,0.0108,0.0,771.0,61.175,0.0684,7.406106,K4,4884.0,0.749,0.777,Transit,2014.0,Kepler,341.908,Super-Earth
Kepler-167 d,Kepler-167,1.238,0.11044715,2.06,0.00649,0.0,538.0,14.489,0.1404,21.80379,K4,4884.0,0.749,0.777,Transit,2016.0,Kepler,341.908,Terrestrial
Kepler-167 e,Kepler-167,10.16,0.90641605,321.00669107,1.01,0.29,134.4,0.1,1.883,1071.23205,K4,4884.0,0.749,0.777,Transit,2016.0,Kepler,341.908,Gas Giant
Kepler-1670 b,Kepler-1670,3.3564801,0.2994451,11.2,0.0353,0.0,731.0,67.67,0.1528,20.4998,,5838.0,1.51889,1.05,Transit,2020.0,Kepler,2065.98,Neptunian
Kepler-1671 b,Kepler-1671,1.32557381,0.11825977,2.32,0.00729,0.0,962.0,205.0,0.04946,4.16787,,5135.55,0.929771,0.866,Transit,2020.0,Kepler,357.059,Terrestrial
Kepler-1672 b,Kepler-1672,2.97022762,0.26498596,9.11,0.0287,0.0,423.0,4.4,0.55374,150.878,,6131.95,1.08841,1.16,Transit,2020.0,Kepler,391.181,Neptunian
Kepler-1673 b,Kepler-1673,2.9355194,0.2618895,8.93,0.0281,0.0,611.0,30.5,0.21363,33.7888,,6014.95,1.13166,1.11,Transit,2020.0,Kepler,727.187,Neptunian
Kepler-1674 b,Kepler-1674,3.2057749,0.28600008,10.4,0.0326,0.0,417.0,7.13,0.3017,62.5611,,5473.91,0.877273,0.96,Transit,2020.0,Kepler,1012.48,Neptunian
Kepler-1675 b,Kepler-1675,3.12483349,0.27877897,9.93,0.0313,0.0,465.0,11.8,0.32185,63.0382,,5853.19,1.12865,1.06,Transit,2020.0,Kepler,651.117,Neptunian
Kepler-1676 b,Kepler-1676,3.3769596,0.30127216,11.3,0.0357,0.0,782.0,33.45,0.1954,29.9221,,5878.3,1.06066,1.07,Transit,2020.0,Kepler,,Neptunian
Kepler-1677 b,Kepler-1677,2.70216183,0.24107073,7.76,0.0244,0.0,712.0,59.4,0.1599,22.064,,6013.72,1.24959,1.11,Transit,2020.0,Kepler,735.369,Neptunian
Kepler-1678 b,Kepler-1678,3.30422249,0.29478299,10.9,0.0344,0.0,329.0,2.78,0.5302,147.974,,5754.0,0.834976,1.03,Transit,2020.0,Kepler,847.339,Neptunian
Kepler-1679 b,Kepler-1679,2.0692036,0.18460198,4.93,0.0155,0.0,813.0,103.3,0.0892,9.75376,,5501.0,0.873196,0.96,Transit,2020.0,Kepler,909.28,Super-Earth
Kepler-168 b,Kepler-168,1.46,0.13,2.73,0.00859,0.0,1240.0,725.064,0.056,4.425391,,6282.0,1.107,1.113,Transit,2014.0,Kepler,1343.6,Terrestrial
Kepler-168 c,Kepler-168,2.69,0.24,7.7,0.0242,0.0,862.0,169.002,0.116,13.193242,,6282.0,1.107,1.113,Transit,2014.0,Kepler,1343.6,Neptunian
Kepler-1680 b,Kepler-1680,1.35954736,0.12129069,2.42,0.00761,0.0,771.0,49.0,0.07642,8.77424,,5021.0,0.723259,0.834,Transit,2020.0,Kepler,310.315,Terrestrial
Kepler-1681 b,Kepler-1681,2.55321772,0.22778283,7.05,0.0222,0.0,442.0,5.33,0.32,69.8956,,5756.4,0.759,0.893,Transit,2020.0,Kepler,758.3,Neptunian
Kepler-1682 b,Kepler-1682,2.88940836,0.25777575,8.7,0.0274,0.0,694.0,54.74,0.1134,14.8334,,5619.12,0.842301,0.99,Transit,2020.0,Kepler,1159.85,Neptunian
Kepler-1683 b,Kepler-1683,1.87477762,0.16725646,4.17,0.0131,0.0,669.0,47.32,0.1182,15.0337,,5429.0,0.900327,0.95,Transit,2020.0,Kepler,733.143,Super-Earth
Kepler-1684 b,Kepler-1684,2.87084792,0.2561199,8.6,0.0271,0.0,347.0,3.42,0.2253,47.7055,,4706.54,0.666755,0.75,Transit,2020.0,Kepler,621.996,Neptunian
Kepler-1685 b,Kepler-1685,2.57673985,0.22988133,7.16,0.0225,0.0,625.0,36.01,0.1485,20.4905,,5484.0,0.835451,0.96,Transit,2020.0,Kepler,1141.89,Neptunian
Kepler-1686 b,Kepler-1686,1.42553017,0.12717728,2.62,0.00825,0.0,913.0,167.2,0.08827,9.30987,,5714.96,1.19951,1.02,Transit,2020.0,Kepler,729.823,Terrestrial
Kepler-1687 b,Kepler-1687,1.65623882,0.14775973,3.38,0.0106,0.0,598.0,30.22,0.0532,5.77954,,4132.0,0.726119,0.65,Transit,2020.0,Kepler,417.014,Super-Earth
Kepler-1688 b,Kepler-1688,1.26174569,0.11256541,2.13,0.0067,0.0,772.0,84.01,0.0577,5.62012,,4632.11,0.746,0.814,Transit,2020.0,Kepler,567.44687087,Terrestrial
Kepler-1689 b,Kepler-1689,0.94678642,0.08446663,0.799,0.00251,0.0,879.0,149.3,0.0784,8.483,,5731.43,0.996208,1.023,Transit,2020.0,Kepler,294.122,Terrestrial
Kepler-169 b,Kepler-169,1.13,0.101,1.51,0.00474,0.0,962.0,195.221,0.04,3.250619,,4997.0,0.763,0.825,Transit,2014.0,Kepler,406.529,Terrestrial
Kepler-169 c,Kepler-169,1.21,0.108,1.92,0.00606,0.0,776.0,82.853,0.062,6.195469,,4997.0,0.763,0.825,Transit,2014.0,Kepler,406.529,Terrestrial
Kepler-169 d,Kepler-169,1.25,0.112,2.1,0.0066,0.0,702.0,55.53,0.075,8.348125,,4997.0,0.763,0.825,Transit,2014.0,Kepler,406.529,Terrestrial
Kepler-169 e,Kepler-169,2.2,0.196,5.48,0.0172,0.0,595.0,28.548,0.105,13.767102,,4997.0,0.763,0.825,Transit,2014.0,Kepler,406.529,Super-Earth
Kepler-169 f,Kepler-169,2.58,0.23,7.18,0.0226,0.0,321.0,2.439,0.359,87.090195,,4997.0,0.763,0.825,Transit,2014.0,Kepler,406.529,Neptunian
Kepler-1690 b,Kepler-1690,2.81109223,0.25078885,8.3,0.0261,0.0,267.0,1.2,0.7097,234.636,,5404.0,0.862346,0.94,Transit,2020.0,Kepler,703.789,Neptunian
Kepler-1691 b,Kepler-1691,1.83470985,0.16368185,4.02,0.0127,0.0,1283.0,641.53,0.0495,3.8482,,6000.0,1.13152,1.11,Transit,2020.0,Kepler,1267.67,Super-Earth
Kepler-1692 b,Kepler-1692,1.11177184,0.09918564,1.42,0.00447,0.0,897.0,153.48,0.0646,5.95966,,5146.0,0.866139,0.87,Transit,2020.0,Kepler,591.019,Terrestrial
Kepler-1693 b,Kepler-1693,1.28938413,0.11503115,2.21,0.00695,0.0,807.0,100.37,0.1011,12.0999,,5432.34,0.878295,0.95,Transit,2020.0,Kepler,760.065,Terrestrial
Kepler-1693 c,Kepler-1693,0.97698289,0.08716073,0.894,0.00281,0.0,1059.0,296.73,0.0588,5.363709927,,5553.0,1.098,0.941,Transit,2021.0,Kepler,760.065,Terrestrial
